feature,importance,cumulative_importance
Fea406,0.0012878651959968767,0.8619885778673289
Fea85,0.0012776688141867385,0.8632662466815156
Fea251,0.001271604734965836,0.8645378514164814
Fea178,0.0012516167393431341,0.8657894681558246
Fea621,0.0012438089805099897,0.8670332771363346
Fea344,0.0012373846811672897,0.8682706618175019
Fea828,0.001224961122502331,0.8694956229400043
Fea580,0.0012238174115713582,0.8707194403515757
Fea880,0.0012212134864484222,0.8719406538380241
Fea208,0.001202951598836495,0.8731436054368606
Fea726,0.001198857959806985,0.8743424633966677
Fea291,0.0011809885290669684,0.8755234519257347
Fea68,0.0011711842072108566,0.8766946361329455
Fea506,0.0011599006418139927,0.8778545367747596
Fea853,0.0011531228955999218,0.8790076596703594
Fea903,0.0011497233366930583,0.8801573830070525
Fea17,0.0011363011142855187,0.881293684121338
Fea514,0.0011358963341442702,0.8824295804554823
Fea492,0.0011154749808300693,0.8835450554363123
Fea361,0.0011006104933908088,0.8846456659297032
Fea173,0.0010983734060949785,0.8857440393357982
Fea423,0.001094679739770968,0.8868387190755691
Fea145,0.0010924443026736367,0.8879311633782427
Fea535,0.0010871931103995686,0.8890183564886424
Fea372,0.0010803930954998533,0.8900987495841423
Fea437,0.0010758954394384274,0.8911746450235807
Fea240,0.0010730310454431808,0.8922476760690239
Fea556,0.0010628663746098845,0.8933105424436337
Fea468,0.001059921366576073,0.8943704638102098
Fea373,0.0010555897602043513,0.8954260535704142
Fea874,0.0010379566281235144,0.8964640101985377
Fea860,0.001037915211040954,0.8975019254095786
Fea919,0.0010301248676689379,0.8985320502772476
Fea137,0.0010224885901557797,0.8995545388674033
Fea537,0.0010209505902388355,0.9005754894576422
Fea101,0.0010148515008181534,0.9015903409584604
Fea489,0.0010038580358670871,0.9025941989943275
Fea598,0.000997279191864929,0.9035914781861923
Fea147,0.0009933013045803137,0.9045847794907727
Fea592,0.00099317458883557,0.9055779540796082
Fea895,0.0009878108722349466,0.9065657649518432
Fea922,0.000985436466154754,0.9075512014179979
Fea380,0.0009795700374050286,0.908530771455403
Fea870,0.0009742931817429155,0.9095050646371459
Fea609,0.0009742329493145005,0.9104792975864604
Fea318,0.0009712141980469993,0.9114505117845074
Fea941,0.0009563432490270234,0.9124068550335345
Fea315,0.0009478284790061093,0.9133546835125406
Fea282,0.0009345404967252041,0.9142892240092658
Fea831,0.0009330404218516155,0.9152222644311174
Fea660,0.0009144902521126784,0.9161367546832301
Fea569,0.0009098907097142918,0.9170466453929443
Fea562,0.000892751251926498,0.9179393966448708
Fea901,0.0008749694995821559,0.9188143661444529
Fea18,0.000874123773581731,0.9196884899180346
Fea216,0.0008722462670904853,0.9205607361851251
Fea992,0.0008689302748972735,0.9214296664600224
Fea684,0.0008402400625861887,0.9222699065226087
Fea198,0.0008346492353830647,0.9231045557579917
Fea714,0.0008169579376858666,0.9239215136956775
Fea655,0.0008034574105972446,0.9247249711062748
Fea816,0.0008005966804739125,0.9255255677867488
Fea955,0.0007985567894246842,0.9263241245761734
Fea899,0.0007784165230076789,0.9271025410991811
Fea679,0.0007746426704561759,0.9278771837696372
Fea771,0.0007645560651258332,0.9286417398347631
Fea74,0.0007584602432711641,0.9294002000780343
Fea280,0.0007583062596249731,0.9301585063376592
Fea627,0.0007578947620244936,0.9309164010996837
Fea768,0.0007554086054309958,0.9316718097051147
Fea522,0.0007552165335672016,0.9324270262386819
Fea149,0.0007468462863596134,0.9331738725250415
Fea833,0.000721117794415019,0.9338949903194564
Fea994,0.0007138911308047085,0.9346088814502611
Fea395,0.0007093139104998885,0.935318195360761
Fea12,0.000699809763126668,0.9360180051238877
Fea876,0.0006963347187872831,0.9367143398426749
Fea690,0.0006903669582157425,0.9374047068008907
Fea210,0.0006769168611227807,0.9380816236620135
Fea932,0.00067556271676786,0.9387571863787814
Fea484,0.0006676585097280407,0.9394248448885094
Fea696,0.000662966428572092,0.9400878113170815
Fea14,0.0006543135624041312,0.9407421248794856
Fea426,0.0006528254083162762,0.9413949502878018
Fea390,0.0006328532021271474,0.942027803489929
Fea79,0.0006167407121357732,0.9426445442020648
Fea220,0.000612605501228992,0.9432571497032938
Fea873,0.0005989342455921679,0.943856083948886
Fea473,0.0005903394988387734,0.9444464234477248
Fea40,0.0005896469785617375,0.9450360704262866
Fea704,0.0005871683050490238,0.9456232387313356
Fea174,0.0005836374924249695,0.9462068762237605
Fea521,0.0005819723562947636,0.9467888485800553
Fea54,0.00058149075498722,0.9473703393350426
Fea579,0.0005712373783746941,0.9479415767134173
Fea851,0.0005703161286844852,0.9485118928421018
Fea335,0.0005592316488946307,0.9490711244909964
Fea513,0.0005512643948612,0.9496223888858576
